date,fund,price
2026-04-27,Zwitserleven VP Obligatie,8.77
2026-04-27,Zwitserleven VP Selectie,10.35
2026-04-27,Zwitserleven VP Wereld Aandelen,14.04
2026-04-27,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.45
2026-04-27,Zwitserleven Vanguard Small Cap Fund,28.01
2026-04-27,Zwitserleven Vastgoedfonds,25.29
2026-04-27,Zwitserleven Wereld Aandelenfonds,90.15
2026-04-27,Zwitser­leven Geldmarkt­fonds,25.3
2026-04-27,Zwitser­leven PPI Geldmarkt­fonds,50.58
2026-04-27,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,52.61
2026-04-27,Zwitser­leven Vanguard US 500 Stock Index Fund,26.29
2026-04-28,ASN Duurzaam Aandelenfonds,203.24
2026-04-28,ASN Duurzaam Obligatiefonds,25.35
2026-04-28,ASN Milieu & Waterfonds,53.95
2026-04-28,RZL Aandelenfonds Amerika,94.34
2026-04-28,RZL Aandelenfonds Duurzaam Wereld,29.2
2026-04-28,RZL Aandelenfonds Europa,57.63
2026-04-28,RZL Aandelenfonds Europa 2,64.56
2026-04-28,RZL Aandelenfonds Opkomende Landen,31.68
2026-04-28,RZL Aandelenfonds Pacific,48.02
2026-04-28,RZL Aandelenfonds Vastgoed,45.89
2026-04-28,RZL Aandelenfonds Wereld,63.02
2026-04-28,RZL Aandelenfonds Wereld 2,78.67
2026-04-28,RZL Diversificatiefonds,25.9
2026-04-28,RZL Mixfonds,44.21
2026-04-28,RZL Mixfonds 2,42.05
2026-04-28,RZL Obligatiefonds,26.41
2026-04-28,RZL Obligatiefonds 2,25.5
2026-04-28,RZL Obligatiefonds Duratie 10+,21.36
2026-04-28,RZL Obligatiefonds Duratie Heel Lang,25.32
2026-04-28,RZL Obligatiefonds Duratie Lang,24.7
2026-04-28,RZL Obligatiefonds Duratie Medium,25.08
2026-04-28,RZL Obligatiefonds Groen en Sociaal,24.97
2026-04-28,RZL Obligatiefonds Kortlopend,19.96
2026-04-28,RZL Optimaalfonds,37.9
2026-04-28,Wereld Beheer Mixfonds,37.99
2026-04-28,Zwitserleven Amerika Aandelenfonds,103.79
2026-04-28,Zwitserleven Credits Fonds,11.43
2026-04-28,Zwitserleven Credits Hypotheken Mixfonds,11.38
2026-04-28,Zwitserleven Duurzaam Wereld Aandelenfonds,39.18
2026-04-28,Zwitserleven Europees Aandelenfonds,38.05
2026-04-28,Zwitserleven Government Bonds 10+ Fonds,8.11
2026-04-28,Zwitserleven Index Aandelenfonds Europa,43.59
2026-04-28,Zwitserleven Index Aandelenfonds Noord-Amerika,51.68
2026-04-28,Zwitserleven Index Aandelenfonds Opkomende Landen,36.74
2026-04-28,Zwitserleven Index Aandelenfonds Pacific,38.58
2026-04-28,Zwitserleven Index Wereld Aandelenfonds,91.74
2026-04-28,Zwitserleven Kortlopend Obligatiefonds,6.06
2026-04-28,Zwitserleven Lifestyle Garantie,169.46
2026-04-28,Zwitserleven Long Duration Fonds,26.12
2026-04-28,Zwitserleven MaatschappijGarantie (2%),41.75
2026-04-28,Zwitserleven MaatschappijGarantie (3%),46.6
2026-04-28,Zwitserleven MaatschappijGarantie plus,53.78
2026-04-28,Zwitserleven Medium Duration Fonds,27.9
2026-04-28,Zwitserleven Mixfonds,58.75
2026-04-28,Zwitserleven Obligatiefonds,17.4
2026-04-28,Zwitserleven PPI Vanguard Inflation Linked Bond Index Fund,51.02
2026-04-28,Zwitserleven PPI Vanguard Small Cap Fund,56.17
2026-04-28,Zwitserleven PPI iShares Government Bond index Fund,49.77
2026-04-28,Zwitserleven PW Collectief Garantiefonds,19.94
2026-04-28,Zwitserleven PW Doorlopend Garantiefonds,13.28
2026-04-28,Zwitserleven PW Europees Beheer Fonds 3%,185.31
2026-04-28,Zwitserleven PW Europees Beheer Fonds 4%,187.24
2026-04-28,Zwitserleven PW Garandement,15.74
2026-04-28,Zwitserleven PW Garantie Plusfonds,18.03
2026-04-28,Zwitserleven PW Garantiefonds,13.27
2026-04-28,Zwitserleven PW Safetyfonds,110.7
2026-04-28,Zwitserleven PW Vastrentendfonds,19.34
2026-04-28,Zwitserleven PW Vastrentendfonds Nederland 3%,19.81
2026-04-28,Zwitserleven PW Vastrentendfonds Nederland 4%,19.81
2026-04-28,Zwitserleven PW Verzekerd Rendementfonds,14.91
2026-04-28,Zwitserleven PW Wereldbeheerfonds 3%,139.26
2026-04-28,Zwitserleven PW Wereldbeheerfonds 4%,140.52
2026-04-28,Zwitserleven RendementsGarantie 1%,23.21
2026-04-28,Zwitserleven RendementsGarantie 2%,26.36
2026-04-28,Zwitserleven Selectie Fonds,40.55
2026-04-28,Zwitserleven Ultra Long Duration Fonds,22.41
2026-04-28,Zwitserleven VP Credits Hypothekenmix,9.98
2026-04-28,Zwitserleven VP Obligatie,8.76
2026-04-28,Zwitserleven VP Selectie,10.32
2026-04-28,Zwitserleven VP Wereld Aandelen,14.05
2026-04-28,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.48
2026-04-28,Zwitserleven Vanguard Small Cap Fund,28.02
2026-04-28,Zwitserleven Vastgoedfonds,25.22
2026-04-28,Zwitserleven Wereld Aandelenfonds,90.17
2026-04-28,Zwitser­leven Geldmarkt­fonds,25.3
2026-04-28,Zwitser­leven PPI Geldmarkt­fonds,50.58
2026-04-28,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,52.67
2026-04-28,Zwitser­leven Vanguard US 500 Stock Index Fund,26.32
2026-04-29,ASN Duurzaam Aandelenfonds,200.53
2026-04-29,ASN Duurzaam Obligatiefonds,25.31
2026-04-29,ASN Milieu & Waterfonds,53.24
2026-04-29,RZL Aandelenfonds Amerika,93.97
2026-04-29,RZL Aandelenfonds Duurzaam Wereld,28.94
2026-04-29,RZL Aandelenfonds Europa,57.4
2026-04-29,RZL Aandelenfonds Europa 2,64.31
2026-04-29,RZL Aandelenfonds Opkomende Landen,31.54
2026-04-29,RZL Aandelenfonds Pacific,48.14
2026-04-29,RZL Aandelenfonds Vastgoed,46.27
2026-04-29,RZL Aandelenfonds Wereld,62.8
2026-04-29,RZL Aandelenfonds Wereld 2,78.39
2026-04-29,RZL Diversificatiefonds,25.98
2026-04-29,RZL Mixfonds,44.08
2026-04-29,RZL Mixfonds 2,41.93
2026-04-29,RZL Obligatiefonds,26.37
2026-04-29,RZL Obligatiefonds 2,25.45
2026-04-29,RZL Obligatiefonds Duratie 10+,21.32
2026-04-29,RZL Obligatiefonds Duratie Heel Lang,25.33
2026-04-29,RZL Obligatiefonds Duratie Lang,24.66
2026-04-29,RZL Obligatiefonds Duratie Medium,25.03
2026-04-29,RZL Obligatiefonds Groen en Sociaal,24.92
2026-04-29,RZL Obligatiefonds Kortlopend,19.94
2026-04-29,RZL Optimaalfonds,37.83
2026-04-29,Wereld Beheer Mixfonds,37.99
2026-04-29,Zwitserleven Amerika Aandelenfonds,103.39
2026-04-29,Zwitserleven Credits Fonds,11.41
2026-04-29,Zwitserleven Credits Hypotheken Mixfonds,11.36
2026-04-29,Zwitserleven Duurzaam Wereld Aandelenfonds,38.83
2026-04-29,Zwitserleven Europees Aandelenfonds,37.9
2026-04-29,Zwitserleven Government Bonds 10+ Fonds,8.1
2026-04-29,Zwitserleven Index Aandelenfonds Europa,43.4
2026-04-29,Zwitserleven Index Aandelenfonds Noord-Amerika,51.49
2026-04-29,Zwitserleven Index Aandelenfonds Opkomende Landen,36.59
2026-04-29,Zwitserleven Index Aandelenfonds Pacific,38.52
2026-04-29,Zwitserleven Index Wereld Aandelenfonds,91.44
2026-04-29,Zwitserleven Kortlopend Obligatiefonds,6.06
2026-04-29,Zwitserleven Lifestyle Garantie,169.47
2026-04-29,Zwitserleven Long Duration Fonds,26.07
2026-04-29,Zwitserleven MaatschappijGarantie (2%),41.75
2026-04-29,Zwitserleven MaatschappijGarantie (3%),46.6
2026-04-29,Zwitserleven MaatschappijGarantie plus,53.79
2026-04-29,Zwitserleven Medium Duration Fonds,27.84
2026-04-29,Zwitserleven Mixfonds,58.59
2026-04-29,Zwitserleven Obligatiefonds,17.37
2026-04-29,Zwitserleven PPI Vanguard Inflation Linked Bond Index Fund,50.98
2026-04-29,Zwitserleven PPI Vanguard Small Cap Fund,55.92
2026-04-29,Zwitserleven PPI iShares Government Bond index Fund,49.65
2026-04-29,Zwitserleven PW Collectief Garantiefonds,19.9
2026-04-29,Zwitserleven PW Doorlopend Garantiefonds,13.26
2026-04-29,Zwitserleven PW Europees Beheer Fonds 3%,184.78
2026-04-29,Zwitserleven PW Europees Beheer Fonds 4%,186.71
2026-04-29,Zwitserleven PW Garandement,15.71
2026-04-29,Zwitserleven PW Garantie Plusfonds,17.99
2026-04-29,Zwitserleven PW Garantiefonds,13.24
2026-04-29,Zwitserleven PW Safetyfonds,110.42
2026-04-29,Zwitserleven PW Vastrentendfonds,19.31
2026-04-29,Zwitserleven PW Vastrentendfonds Nederland 3%,19.78
2026-04-29,Zwitserleven PW Vastrentendfonds Nederland 4%,19.78
2026-04-29,Zwitserleven PW Verzekerd Rendementfonds,14.88
2026-04-29,Zwitserleven PW Wereldbeheerfonds 3%,138.98
2026-04-29,Zwitserleven PW Wereldbeheerfonds 4%,140.23
2026-04-29,Zwitserleven RendementsGarantie 1%,23.21
2026-04-29,Zwitserleven RendementsGarantie 2%,26.36
2026-04-29,Zwitserleven Selectie Fonds,40.67
2026-04-29,Zwitserleven Ultra Long Duration Fonds,22.42
2026-04-29,Zwitserleven VP Credits Hypothekenmix,9.97
2026-04-29,Zwitserleven VP Obligatie,8.74
2026-04-29,Zwitserleven VP Selectie,10.35
2026-04-29,Zwitserleven VP Wereld Aandelen,13.98
2026-04-29,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.46
2026-04-29,Zwitserleven Vanguard Small Cap Fund,27.89
2026-04-29,Zwitserleven Vastgoedfonds,25.41
2026-04-29,Zwitserleven Wereld Aandelenfonds,89.77
2026-04-29,Zwitser­leven Geldmarkt­fonds,25.3
2026-04-29,Zwitser­leven PPI Geldmarkt­fonds,50.59
2026-04-29,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,52.41
2026-04-29,Zwitser­leven Vanguard US 500 Stock Index Fund,26.19
2026-04-30,ASN Duurzaam Aandelenfonds,196.58
2026-04-30,ASN Duurzaam Obligatiefonds,24.95
2026-04-30,ASN Milieu & Waterfonds,51.95
2026-04-30,RZL Aandelenfonds Amerika,93.94
2026-04-30,RZL Aandelenfonds Duurzaam Wereld,28.92
2026-04-30,RZL Aandelenfonds Europa,57.17
2026-04-30,RZL Aandelenfonds Europa 2,64.05
2026-04-30,RZL Aandelenfonds Opkomende Landen,31.6
2026-04-30,RZL Aandelenfonds Pacific,48.03
2026-04-30,RZL Aandelenfonds Vastgoed,45.9
2026-04-30,RZL Aandelenfonds Wereld,62.73
2026-04-30,RZL Aandelenfonds Wereld 2,78.3
2026-04-30,RZL Diversificatiefonds,25.88
2026-04-30,RZL Mixfonds,43.95
2026-04-30,RZL Mixfonds 2,41.81
2026-04-30,RZL Obligatiefonds,26.32
2026-04-30,RZL Obligatiefonds 2,25.41
2026-04-30,RZL Obligatiefonds Duratie 10+,21.29
2026-04-30,RZL Obligatiefonds Duratie Heel Lang,25.5
2026-04-30,RZL Obligatiefonds Duratie Lang,24.65
2026-04-30,RZL Obligatiefonds Duratie Medium,24.98
2026-04-30,RZL Obligatiefonds Groen en Sociaal,24.88
2026-04-30,RZL Obligatiefonds Kortlopend,19.92
2026-04-30,RZL Optimaalfonds,37.76
2026-04-30,Wereld Beheer Mixfonds,37.99
2026-04-30,Zwitserleven Amerika Aandelenfonds,103.35
2026-04-30,Zwitserleven Credits Fonds,11.37
2026-04-30,Zwitserleven Credits Hypotheken Mixfonds,11.33
2026-04-30,Zwitserleven Duurzaam Wereld Aandelenfonds,38.8
2026-04-30,Zwitserleven Europees Aandelenfonds,37.65
2026-04-30,Zwitserleven Government Bonds 10+ Fonds,8.08
2026-04-30,Zwitserleven Index Aandelenfonds Europa,43.22
2026-04-30,Zwitserleven Index Aandelenfonds Noord-Amerika,51.44
2026-04-30,Zwitserleven Index Aandelenfonds Opkomende Landen,36.66
2026-04-30,Zwitserleven Index Aandelenfonds Pacific,37.98
2026-04-30,Zwitserleven Index Wereld Aandelenfonds,91.27
2026-04-30,Zwitserleven Kortlopend Obligatiefonds,6.05
2026-04-30,Zwitserleven Lifestyle Garantie,169.49
2026-04-30,Zwitserleven Long Duration Fonds,26.05
2026-04-30,Zwitserleven MaatschappijGarantie (2%),41.76
2026-04-30,Zwitserleven MaatschappijGarantie (3%),46.61
2026-04-30,Zwitserleven MaatschappijGarantie plus,53.8
2026-04-30,Zwitserleven Medium Duration Fonds,27.78
2026-04-30,Zwitserleven Mixfonds,58.33
2026-04-30,Zwitserleven Obligatiefonds,17.33
2026-04-30,Zwitserleven PPI Vanguard Inflation Linked Bond Index Fund,50.91
2026-04-30,Zwitserleven PPI Vanguard Small Cap Fund,55.64
2026-04-30,Zwitserleven PPI iShares Government Bond index Fund,49.58
2026-04-30,Zwitserleven PW Collectief Garantiefonds,19.85
2026-04-30,Zwitserleven PW Doorlopend Garantiefonds,13.23
2026-04-30,Zwitserleven PW Europees Beheer Fonds 3%,184.24
2026-04-30,Zwitserleven PW Europees Beheer Fonds 4%,186.16
2026-04-30,Zwitserleven PW Garandement,15.69
2026-04-30,Zwitserleven PW Garantie Plusfonds,17.95
2026-04-30,Zwitserleven PW Garantiefonds,13.21
2026-04-30,Zwitserleven PW Safetyfonds,110.13
2026-04-30,Zwitserleven PW Vastrentendfonds,19.27
2026-04-30,Zwitserleven PW Vastrentendfonds Nederland 3%,19.74
2026-04-30,Zwitserleven PW Vastrentendfonds Nederland 4%,19.74
2026-04-30,Zwitserleven PW Verzekerd Rendementfonds,14.84
2026-04-30,Zwitserleven PW Wereldbeheerfonds 3%,138.72
2026-04-30,Zwitserleven PW Wereldbeheerfonds 4%,139.97
2026-04-30,Zwitserleven RendementsGarantie 1%,23.22
2026-04-30,Zwitserleven RendementsGarantie 2%,26.37
2026-04-30,Zwitserleven Selectie Fonds,40.4
2026-04-30,Zwitserleven Ultra Long Duration Fonds,22.57
2026-04-30,Zwitserleven VP Credits Hypothekenmix,9.96
2026-04-30,Zwitserleven VP Obligatie,8.72
2026-04-30,Zwitserleven VP Selectie,10.31
2026-04-30,Zwitserleven VP Wereld Aandelen,13.97
2026-04-30,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.43
2026-04-30,Zwitserleven Vanguard Small Cap Fund,27.75
2026-04-30,Zwitserleven Vastgoedfonds,25.18
2026-04-30,Zwitserleven Wereld Aandelenfonds,89.59
2026-04-30,Zwitser­leven Geldmarkt­fonds,25.3
2026-04-30,Zwitser­leven PPI Geldmarkt­fonds,50.59
2026-04-30,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,52.39
2026-04-30,Zwitser­leven Vanguard US 500 Stock Index Fund,26.18
2026-05-04,ASN Duurzaam Aandelenfonds,197.88
2026-05-04,ASN Duurzaam Obligatiefonds,25.02
2026-05-04,ASN Milieu & Waterfonds,52.7
2026-05-04,RZL Aandelenfonds Amerika,94.67
2026-05-04,RZL Aandelenfonds Duurzaam Wereld,28.99
2026-05-04,RZL Aandelenfonds Europa,58.07
2026-05-04,RZL Aandelenfonds Europa 2,65.06
2026-05-04,RZL Aandelenfonds Opkomende Landen,31.23
2026-05-04,RZL Aandelenfonds Pacific,48.26
2026-05-04,RZL Aandelenfonds Vastgoed,46.45
2026-05-04,RZL Aandelenfonds Wereld,63.32
2026-05-04,RZL Aandelenfonds Wereld 2,79.04
2026-05-04,RZL Diversificatiefonds,26.01
2026-05-04,RZL Mixfonds,44.36
2026-05-04,RZL Mixfonds 2,42.19
2026-05-04,RZL Obligatiefonds,26.38
2026-05-04,RZL Obligatiefonds 2,25.47
2026-05-04,RZL Obligatiefonds Duratie 10+,21.4
2026-05-04,RZL Obligatiefonds Duratie Heel Lang,25.76
2026-05-04,RZL Obligatiefonds Duratie Lang,24.89
2026-05-04,RZL Obligatiefonds Duratie Medium,25.07
2026-05-04,RZL Obligatiefonds Groen en Sociaal,24.94
2026-05-04,RZL Obligatiefonds Kortlopend,19.93
2026-05-04,RZL Optimaalfonds,37.98
2026-05-04,Zwitserleven Amerika Aandelenfonds,104.16
2026-05-04,Zwitserleven Credits Fonds,11.42
2026-05-04,Zwitserleven Credits Hypotheken Mixfonds,11.37
2026-05-04,Zwitserleven Duurzaam Wereld Aandelenfonds,38.9
2026-05-04,Zwitserleven Europees Aandelenfonds,38.34
2026-05-04,Zwitserleven Government Bonds 10+ Fonds,8.13
2026-05-04,Zwitserleven Index Aandelenfonds Europa,43.72
2026-05-04,Zwitserleven Index Aandelenfonds Noord-Amerika,51.97
2026-05-04,Zwitserleven Index Aandelenfonds Opkomende Landen,36.23
2026-05-04,Zwitserleven Index Aandelenfonds Pacific,38.71
2026-05-04,Zwitserleven Index Wereld Aandelenfonds,91.97
2026-05-04,Zwitserleven Kortlopend Obligatiefonds,6.06
2026-05-04,Zwitserleven Lifestyle Garantie,169.5
2026-05-04,Zwitserleven Long Duration Fonds,26.32
2026-05-04,Zwitserleven MaatschappijGarantie (2%),41.76
2026-05-04,Zwitserleven MaatschappijGarantie (3%),46.61
2026-05-04,Zwitserleven MaatschappijGarantie plus,53.8
2026-05-04,Zwitserleven Medium Duration Fonds,27.89
2026-05-04,Zwitserleven Mixfonds,58.95
2026-05-04,Zwitserleven Obligatiefonds,17.38
2026-05-04,Zwitserleven PPI Vanguard Inflation Linked Bond Index Fund,51.12
2026-05-04,Zwitserleven PPI Vanguard Small Cap Fund,56.44
2026-05-04,Zwitserleven PPI iShares Government Bond index Fund,49.68
2026-05-04,Zwitserleven PW Collectief Garantiefonds,19.95
2026-05-04,Zwitserleven PW Doorlopend Garantiefonds,13.27
2026-05-04,Zwitserleven PW Europees Beheer Fonds 3%,185.91
2026-05-04,Zwitserleven PW Europees Beheer Fonds 4%,187.85
2026-05-04,Zwitserleven PW Garandement,15.73
2026-05-04,Zwitserleven PW Garantie Plusfonds,18.05
2026-05-04,Zwitserleven PW Garantiefonds,13.28
2026-05-04,Zwitserleven PW Safetyfonds,110.9
2026-05-04,Zwitserleven PW Vastrentendfonds,19.32
2026-05-04,Zwitserleven PW Vastrentendfonds Nederland 3%,19.79
2026-05-04,Zwitserleven PW Vastrentendfonds Nederland 4%,19.79
2026-05-04,Zwitserleven PW Verzekerd Rendementfonds,14.94
2026-05-04,Zwitserleven PW Wereldbeheerfonds 3%,139.51
2026-05-04,Zwitserleven PW Wereldbeheerfonds 4%,140.77
2026-05-04,Zwitserleven RendementsGarantie 1%,23.22
2026-05-04,Zwitserleven RendementsGarantie 2%,26.37
2026-05-04,Zwitserleven Selectie Fonds,40.71
2026-05-04,Zwitserleven Ultra Long Duration Fonds,22.8
2026-05-04,Zwitserleven VP Credits Hypothekenmix,9.98
2026-05-04,Zwitserleven VP Obligatie,8.75
2026-05-04,Zwitserleven VP Selectie,10.36
2026-05-04,Zwitserleven VP Wereld Aandelen,14.07
2026-05-04,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.53
2026-05-04,Zwitserleven Vanguard Small Cap Fund,28.15
2026-05-04,Zwitserleven Vastgoedfonds,25.51
2026-05-04,Zwitserleven Wereld Aandelenfonds,90.31
2026-05-04,Zwitser­leven Geldmarkt­fonds,25.3
2026-05-04,Zwitser­leven PPI Geldmarkt­fonds,50.6
2026-05-04,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,52.91
2026-05-04,Zwitser­leven Vanguard US 500 Stock Index Fund,26.44
2026-05-05,ASN Duurzaam Aandelenfonds,199.28
2026-05-05,ASN Duurzaam Obligatiefonds,24.98
2026-05-05,ASN Milieu & Waterfonds,52.79
2026-05-05,RZL Aandelenfonds Amerika,94.02
2026-05-05,RZL Aandelenfonds Duurzaam Wereld,29.02
2026-05-05,RZL Aandelenfonds Europa,57.37
2026-05-05,RZL Aandelenfonds Europa 2,64.28
2026-05-05,RZL Aandelenfonds Opkomende Landen,32.21
2026-05-05,RZL Aandelenfonds Pacific,48.34
2026-05-05,RZL Aandelenfonds Vastgoed,46.18
2026-05-05,RZL Aandelenfonds Wereld,63.03
2026-05-05,RZL Aandelenfonds Wereld 2,78.69
2026-05-05,RZL Diversificatiefonds,25.95
2026-05-05,RZL Mixfonds,44.07
2026-05-05,RZL Mixfonds 2,41.91
2026-05-05,RZL Obligatiefonds,26.36
2026-05-05,RZL Obligatiefonds 2,25.45
2026-05-05,RZL Obligatiefonds Duratie 10+,21.33
2026-05-05,RZL Obligatiefonds Duratie Heel Lang,25.45
2026-05-05,RZL Obligatiefonds Duratie Lang,24.71
2026-05-05,RZL Obligatiefonds Duratie Medium,25.02
2026-05-05,RZL Obligatiefonds Groen en Sociaal,24.93
2026-05-05,RZL Obligatiefonds Kortlopend,19.93
2026-05-05,RZL Optimaalfonds,37.88
2026-05-05,Zwitserleven Amerika Aandelenfonds,103.45
2026-05-05,Zwitserleven Credits Fonds,11.41
2026-05-05,Zwitserleven Credits Hypotheken Mixfonds,11.35
2026-05-05,Zwitserleven Duurzaam Wereld Aandelenfonds,38.94
2026-05-05,Zwitserleven Europees Aandelenfonds,37.88
2026-05-05,Zwitserleven Government Bonds 10+ Fonds,8.1
2026-05-05,Zwitserleven Index Aandelenfonds Europa,43.44
2026-05-05,Zwitserleven Index Aandelenfonds Noord-Amerika,52.06
2026-05-05,Zwitserleven Index Aandelenfonds Opkomende Landen,37.36
2026-05-05,Zwitserleven Index Aandelenfonds Pacific,38.65
2026-05-05,Zwitserleven Index Wereld Aandelenfonds,92.18
2026-05-05,Zwitserleven Kortlopend Obligatiefonds,6.05
2026-05-05,Zwitserleven Lifestyle Garantie,169.56
2026-05-05,Zwitserleven Long Duration Fonds,26.12
2026-05-05,Zwitserleven MaatschappijGarantie (2%),41.77
2026-05-05,Zwitserleven MaatschappijGarantie (3%),46.62
2026-05-05,Zwitserleven MaatschappijGarantie plus,53.82
2026-05-05,Zwitserleven Medium Duration Fonds,27.83
2026-05-05,Zwitserleven Mixfonds,58.57
2026-05-05,Zwitserleven Obligatiefonds,17.37
2026-05-05,Zwitserleven PPI Vanguard Inflation Linked Bond Index Fund,51.09
2026-05-05,Zwitserleven PPI Vanguard Small Cap Fund,56.48
2026-05-05,Zwitserleven PPI iShares Government Bond index Fund,49.68
2026-05-05,Zwitserleven PW Collectief Garantiefonds,19.89
2026-05-05,Zwitserleven PW Doorlopend Garantiefonds,13.26
2026-05-05,Zwitserleven PW Europees Beheer Fonds 3%,184.7
2026-05-05,Zwitserleven PW Europees Beheer Fonds 4%,186.63
2026-05-05,Zwitserleven PW Garandement,15.71
2026-05-05,Zwitserleven PW Garantie Plusfonds,17.98
2026-05-05,Zwitserleven PW Garantiefonds,13.24
2026-05-05,Zwitserleven PW Safetyfonds,110.37
2026-05-05,Zwitserleven PW Vastrentendfonds,19.31
2026-05-05,Zwitserleven PW Vastrentendfonds Nederland 3%,19.77
2026-05-05,Zwitserleven PW Vastrentendfonds Nederland 4%,19.77
2026-05-05,Zwitserleven PW Verzekerd Rendementfonds,14.87
2026-05-05,Zwitserleven PW Wereldbeheerfonds 3%,139.14
2026-05-05,Zwitserleven PW Wereldbeheerfonds 4%,140.4
2026-05-05,Zwitserleven RendementsGarantie 1%,23.22
2026-05-05,Zwitserleven RendementsGarantie 2%,26.37
2026-05-05,Zwitserleven Selectie Fonds,40.62
2026-05-05,Zwitserleven Ultra Long Duration Fonds,22.53
2026-05-05,Zwitserleven VP Credits Hypothekenmix,9.96
2026-05-05,Zwitserleven VP Obligatie,8.74
2026-05-05,Zwitserleven VP Selectie,10.34
2026-05-05,Zwitserleven VP Wereld Aandelen,14.11
2026-05-05,Zwitserleven Vanguard Inflation Linked Bond Index Fund,25.51
2026-05-05,Zwitserleven Vanguard Small Cap Fund,28.17
2026-05-05,Zwitserleven Vastgoedfonds,25.36
2026-05-05,Zwitserleven Wereld Aandelenfonds,90.56
2026-05-05,Zwitser­leven Geldmarkt­fonds,25.31
2026-05-05,Zwitser­leven PPI Geldmarkt­fonds,50.61
2026-05-05,Zwitser­leven PPI Vanguard US 500 Stock Index Fund,52.86
2026-05-05,Zwitser­leven Vanguard US 500 Stock Index Fund,26.42
